wavelength / nm;Absorption cross section 1/m²;Emission cross section 1/m²;;;;
1086;1,811939424E-27;2,56701E-25;;;;
1086,2;1,781735403E-27;2,54701E-25;;;;
1086,4;1,751858843E-27;2,52694E-25;;;;
1086,6;1,722310291E-27;2,50679E-25;;;;
1086,8;1,693090196E-27;2,48658E-25;;;;
1087;1,664198911E-27;2,46631E-25;;;;
1087,2;1,635636692E-27;2,44597E-25;;;;
1087,4;1,607403699E-27;2,42559E-25;;;;
1087,6;1,579499998E-27;2,40515E-25;;;;
1087,8;1,551925559E-27;2,38466E-25;;;;
1088;1,524680259E-27;2,36414E-25;;;;
1088,2;1,497763882E-27;2,34357E-25;;;;
1088,4;1,471176121E-27;2,32297E-25;;;;
1088,6;1,444916578E-27;2,30234E-25;;;;
1088,8;1,418984767E-27;2,28168E-25;;;;
1089;1,393380110E-27;2,261E-25;;;;
1089,2;1,368101947E-27;2,2403E-25;;;;
1089,4;1,343149528E-27;2,21959E-25;;;;
1089,6;1,318522022E-27;2,19886E-25;;;;
1089,8;1,294218513E-27;2,17812E-25;;;;
1090;1,270238004E-27;2,15739E-25;;;;
1090,2;1,246579420E-27;2,13665E-25;;;;
1090,4;1,223241603E-27;2,11591E-25;;;;
1090,6;1,200223324E-27;2,09518E-25;;;;
1090,8;1,177523275E-27;2,07447E-25;;;;
1091;1,155140075E-27;2,05376E-25;;;;
1091,2;1,133072273E-27;2,03308E-25;;;;
1091,4;1,111318344E-27;2,01242E-25;;;;
1091,6;1,089876700E-27;1,99178E-25;;;;
1091,8;1,068745681E-27;1,97117E-25;;;;
1092;1,047923566E-27;1,9506E-25;;;;
1092,2;1,027408569E-27;1,93006E-25;;;;
1092,4;1,007198843E-27;1,90955E-25;;;;
1092,6;9,872924812E-28;1,8891E-25;;;;
1092,8;9,676875205E-28;1,86868E-25;;;;
1093;9,483819407E-28;1,84832E-25;;;;
1093,2;9,293736680E-28;1,82801E-25;;;;
1093,4;9,106605765E-28;1,80775E-25;;;;
1093,6;8,922404902E-28;1,78756E-25;;;;
1093,8;8,741111845E-28;1,76742E-25;;;;
1094;8,562703882E-28;1,74735E-25;;;;
1094,2;8,387157857E-28;1,72735E-25;;;;
1094,4;8,214450181E-28;1,70742E-25;;;;
1094,6;8,044556859E-28;1,68756E-25;;;;
1094,8;7,877453502E-28;1,66778E-25;;;;
1095;7,713115348E-28;1,64808E-25;;;;
1095,2;7,551517277E-28;1,62846E-25;;;;
1095,4;7,392633836E-28;1,60892E-25;;;;
1095,6;7,236439248E-28;1,58948E-25;;;;
1095,8;7,082907436E-28;1,57012E-25;;;;
1096;6,932012038E-28;1,55085E-25;;;;
1096,2;6,783726426E-28;1,53168E-25;;;;
1096,4;6,638023719E-28;1,51261E-25;;;;
1096,6;6,494876807E-28;1,49363E-25;;;;
1096,8;6,354258362E-28;1,47476E-25;;;;
1097;6,216140854E-28;1,456E-25;;;;
1097,2;6,080496574E-28;1,43733E-25;;;;
1097,4;5,947297644E-28;1,41878E-25;;;;
1097,6;5,816516033E-28;1,40034E-25;;;;
1097,8;5,688123578E-28;1,38201E-25;;;;
1098;5,562091991E-28;1,36379E-25;;;;
1098,2;5,438392883E-28;1,3457E-25;;;;
1098,4;5,316997773E-28;1,32772E-25;;;;
1098,6;5,197878103E-28;1,30985E-25;;;;
1098,8;5,081005256E-28;1,29212E-25;;;;
1099;4,966350565E-28;1,2745E-25;;;;
1099,2;4,853885330E-28;1,25701E-25;;;;
1099,4;4,743580832E-28;1,23965E-25;;;;
1099,6;4,635408343E-28;1,22241E-25;;;;
1099,8;4,529339140E-28;1,2053E-25;;;;
1100;4,425344519E-28;1,18833E-25;;;;
